return_id,order_id,order_item_id,return_date,return_reason,refund_amount
701762,536155,60390,2024-08-21,Wrong Product,
701763,536157,60392,2024-03-30,Damaged Product,
701764,536166,60404,2024-06-13,Wrong Product,
701765,536208,60472,2024-06-24,Quality Issue,
701766,536219,60488,2024-05-25,Damaged Product,
701767,536249,60536,2024-07-30,Quality Issue,
701768,536332,60674,2024-03-08,Wrong Product,
701769,536360,60716,2025-01-04,Damaged Product,
701770,536360,60717,2024-12-31,Late Delivery,
701771,536379,60745,2024-12-01,Wrong Product,
701772,536433,60831,2025-01-20,Quality Issue,
701773,536442,60845,2024-03-01,Wrong Product,
701774,536442,60846,2024-02-23,Changed Mind,
701775,536442,60847,2024-02-18,Other,
701776,536474,60906,2024-05-22,Wrong Product,
701777,536474,60907,2024-05-25,Late Delivery,
701778,536488,60931,2024-08-14,Damaged Product,
701779,536488,60932,2024-08-15,Quality Issue,
701780,536519,60981,2024-07-30,Damaged Product,
701781,536546,61031,2024-10-25,Other,
701782,536560,61056,2024-06-15,Late Delivery,
701783,536571,61074,2024-05-11,Late Delivery,
701784,536646,61211,2024-12-23,Damaged Product,
701785,536715,61328,2024-02-20,Wrong Product,
701786,536715,61329,2024-02-29,Damaged Product,
701787,536734,61359,2024-04-05,Damaged Product,
701788,536749,61383,2024-02-04,Wrong Product,
701789,536764,61410,2024-04-20,Damaged Product,
701790,536864,61578,2024-05-29,Other,
701791,536866,61581,2025-03-31,Changed Mind,
701792,536867,61582,2025-01-30,Late Delivery,
701793,536912,61658,2024-09-05,Quality Issue,
701794,536928,61684,2025-04-24,Changed Mind,
701795,536965,61747,2024-11-01,Damaged Product,
701796,536991,61791,2024-01-21,Damaged Product,
701797,537024,61842,2024-04-08,Quality Issue,
701798,537024,61843,2024-03-28,Wrong Product,
701799,537048,61880,2025-05-02,Damaged Product,
701800,537051,61885,2024-05-04,Wrong Product,
701801,537124,62021,2025-06-10,Damaged Product,
701802,537124,62022,2025-05-28,Damaged Product,
701803,537145,62050,2024-03-04,Changed Mind,
701804,537183,62113,2024-04-14,Other,
701805,537201,62144,2024-07-03,Late Delivery,
701806,537201,62145,2024-06-30,Damaged Product,
701807,537217,62169,2025-03-01,Changed Mind,
701808,537217,62171,2025-03-06,Wrong Product,
701809,537252,62221,2025-04-01,Wrong Product,
701810,537252,62222,2025-04-14,Quality Issue,
701811,537292,62286,2025-05-17,Damaged Product,
701812,537292,62287,2025-06-03,Changed Mind,
701813,537335,62349,2025-03-08,Wrong Product,
701814,537347,62364,2024-02-16,Damaged Product,
701815,537364,62396,2024-02-01,Late Delivery,
701816,537364,62397,2024-01-26,Quality Issue,
701817,537364,62398,2024-02-03,Wrong Product,
701818,537378,62418,2025-04-15,Damaged Product,
701819,537388,62435,2024-04-20,Quality Issue,
701820,537388,62436,2024-04-24,Late Delivery,
701821,537400,62455,2025-03-06,Damaged Product,
701822,537400,62456,2025-03-08,Other,
701823,537411,62474,2025-06-01,Damaged Product,
701824,537426,62495,2024-04-30,Changed Mind,
701825,537450,62537,2024-08-19,Wrong Product,
701826,537493,62613,2024-02-06,Late Delivery,
701827,537493,62614,2024-02-17,Quality Issue,
701828,537493,62615,2024-02-03,Wrong Product,
701829,537565,62742,2025-03-14,Quality Issue,
701830,537580,62769,2024-11-13,Changed Mind,
701831,537654,62892,2025-02-19,Damaged Product,
701832,537654,62894,2025-02-26,Damaged Product,
701833,537669,62924,2025-05-02,Quality Issue,
701834,537690,62958,2025-02-04,Late Delivery,
701835,537697,62969,2025-04-27,Quality Issue,
701836,537697,62970,2025-04-11,Wrong Product,
701837,537741,63045,2024-08-03,Wrong Product,
701838,537741,63046,2024-08-15,Damaged Product,
701839,537741,63047,2024-08-15,Late Delivery,
701840,537805,63154,2024-02-23,Late Delivery,
701841,537805,63155,2024-02-16,Changed Mind,
701842,537869,63274,2024-11-24,Late Delivery,
701843,537916,63362,2025-02-18,Changed Mind,
701844,537916,63363,2025-02-16,Damaged Product,
701845,537919,63368,2024-06-10,Damaged Product,
701846,537947,63410,2025-04-04,Damaged Product,
701847,537955,63423,2024-10-30,Wrong Product,
701848,537955,63424,2024-11-06,Changed Mind,
701849,537970,63448,2024-08-21,Late Delivery,
701850,538070,63618,2025-01-10,Quality Issue,
701851,538117,63695,2024-11-18,Wrong Product,
701852,538156,63759,2024-09-29,Wrong Product,
701853,538285,63982,2024-06-25,Late Delivery,
701854,538285,63983,2024-07-04,Other,
701855,538290,63990,2025-04-27,Wrong Product,
701856,538290,63992,2025-04-12,Damaged Product,
701857,538309,64025,2025-06-10,Other,
701858,538330,64053,2024-08-31,Changed Mind,
701859,538330,64055,2024-08-23,Quality Issue,
701860,538335,64067,2024-06-15,Changed Mind,
701861,538335,64068,2024-06-20,Damaged Product,
701862,538348,64092,2025-05-07,Damaged Product,
701863,538351,64102,2024-03-05,Changed Mind,
701864,538351,64103,2024-02-24,Changed Mind,
701865,538352,64104,2024-07-08,Quality Issue,
701866,538371,64138,2025-04-18,Late Delivery,
701867,538371,64139,2025-04-14,Damaged Product,
701868,538384,64162,2024-11-13,Late Delivery,
701869,538384,64163,2024-11-30,Changed Mind,
701870,538384,64164,2024-11-20,Changed Mind,
701871,538390,64175,2024-09-23,Quality Issue,
701872,538390,64176,2024-09-26,Changed Mind,
701873,538397,64185,2024-01-29,Damaged Product,
701874,538397,64186,2024-01-22,Quality Issue,
701875,538463,64288,2024-05-04,Late Delivery,
701876,538463,64289,2024-05-14,Late Delivery,
701877,538582,64492,2025-03-10,Changed Mind,
701878,538582,64493,2025-03-10,Changed Mind,
701879,538676,64647,2024-10-13,Wrong Product,
701880,538676,64648,2024-09-30,Damaged Product,
701881,538685,64663,2025-05-02,Damaged Product,
701882,538685,64664,2025-05-05,Damaged Product,
701883,538685,64665,2025-05-08,Late Delivery,
701884,538698,64686,2024-07-12,Late Delivery,
701885,538795,64851,2024-01-22,Late Delivery,
701886,538795,64852,2024-01-19,Wrong Product,
701887,538795,64853,2024-01-21,Damaged Product,
701888,538851,64939,2024-02-18,Wrong Product,
701889,538864,64963,2024-10-10,Quality Issue,
701890,538896,65016,2025-05-14,Changed Mind,
701891,538898,65020,2024-02-08,Changed Mind,
701892,538898,65021,2024-02-01,Damaged Product,
701893,538941,65108,2024-03-06,Quality Issue,
701894,538941,65109,2024-02-22,Changed Mind,
701895,538944,65117,2025-03-05,Changed Mind,
701896,538944,65118,2025-03-07,Quality Issue,
701897,538948,65122,2024-09-07,Quality Issue,
701898,538948,65123,2024-08-28,Wrong Product,
701899,539098,65398,2024-10-08,Changed Mind,
701900,539113,65419,2025-06-15,Damaged Product,
701901,539119,65425,2024-10-14,Damaged Product,
701902,539182,65530,2024-06-18,Quality Issue,
701903,539232,65612,2024-10-14,Damaged Product,
701904,539243,65627,2024-05-15,Changed Mind,
701905,539243,65628,2024-05-14,Damaged Product,
701906,539248,65637,2024-02-25,Quality Issue,
701907,539250,65641,2024-10-10,Quality Issue,
701908,539250,65642,2024-10-26,Quality Issue,
701909,539252,65646,2025-05-17,Quality Issue,
701910,539252,65647,2025-05-05,Damaged Product,
701911,539306,65731,2024-08-02,Quality Issue,
701912,539335,65781,2024-10-25,Damaged Product,
701913,539336,65782,2024-06-15,Quality Issue,
701914,539375,65855,2024-09-02,Quality Issue,
701915,539377,65857,2024-08-21,Late Delivery,
701916,539405,65903,2024-07-05,Quality Issue,
701917,539409,65911,2024-09-09,Quality Issue,
701918,539409,65912,2024-09-16,Quality Issue,
701919,539426,65934,2024-05-14,Quality Issue,
701920,539426,65935,2024-05-04,Changed Mind,
701921,539426,65936,2024-05-12,Quality Issue,
701922,539432,65945,2024-08-07,Damaged Product,
701923,539470,66009,2025-03-05,Other,
701924,539486,66035,2024-08-22,Quality Issue,
701925,539502,66060,2025-01-23,Changed Mind,
701926,539502,66061,2025-01-15,Late Delivery,
701927,539502,66062,2025-01-27,Late Delivery,
701928,539506,66069,2024-12-02,Wrong Product,
701929,539506,66070,2024-11-20,Quality Issue,
701930,539535,66115,2024-01-16,Changed Mind,
701931,539539,66119,2025-03-25,Changed Mind,
701932,539657,66326,2024-02-26,Damaged Product,
701933,539657,66327,2024-03-02,Damaged Product,
701934,539694,66389,2024-03-06,Other,
701935,539715,66430,2024-10-19,Wrong Product,
701936,539727,66449,2024-12-15,Changed Mind,
701937,539811,66590,2024-07-19,Late Delivery,
701938,539811,66592,2024-07-23,Late Delivery,
701939,539811,66593,2024-07-24,Quality Issue,
701940,539841,66651,2024-05-23,Quality Issue,
701941,539916,66784,2024-04-17,Quality Issue,
701942,539934,66814,2024-07-07,Late Delivery,
701943,539934,66815,2024-07-06,Damaged Product,
701944,539936,66818,2025-04-26,Wrong Product,
701945,539936,66819,2025-04-26,Changed Mind,
701946,539936,66820,2025-04-29,Wrong Product,
701947,539996,66920,2025-04-09,Wrong Product,
701948,540021,66953,2025-07-01,Wrong Product,
701949,540041,66983,2025-03-28,Damaged Product,
701950,540041,66984,2025-03-31,Quality Issue,
701951,540041,66985,2025-03-27,Wrong Product,
701952,540096,67070,2024-04-25,Wrong Product,
701953,540100,67077,2024-04-03,Damaged Product,
701954,540121,67114,2025-03-11,Changed Mind,
701955,540177,67205,2024-03-07,Changed Mind,
701956,540235,67297,2024-09-13,Changed Mind,
701957,540235,67298,2024-09-15,Wrong Product,
701958,540281,67369,2024-03-27,Wrong Product,
701959,540323,67432,2024-02-11,Quality Issue,
701960,540348,67472,2024-09-18,Changed Mind,
701961,540382,67530,2024-01-23,Wrong Product,
701962,540415,67589,2024-03-13,Wrong Product,
701963,540428,67614,2025-05-10,Quality Issue,
701964,540496,67732,2025-06-27,Damaged Product,
701965,540506,67749,2025-06-21,Wrong Product,
701966,540506,67750,2025-07-04,Wrong Product,
701967,540534,67795,2025-06-04,Damaged Product,
701968,540588,67888,2024-11-10,Quality Issue,
701969,540588,67889,2024-10-25,Changed Mind,
701970,540633,67965,2024-05-15,Wrong Product,
701971,540638,67972,2024-06-24,Damaged Product,
701972,540656,68001,2024-12-28,Wrong Product,
701973,540753,68164,2024-12-24,Late Delivery,
701974,540758,68174,2024-10-10,Quality Issue,
701975,540795,68238,2024-09-09,Other,
701976,540841,68309,2024-08-06,Other,
701977,540873,68361,2025-03-27,Damaged Product,
701978,540924,68449,2024-02-23,Late Delivery,
701979,540924,68450,2024-02-14,Wrong Product,
701980,540943,68483,2024-10-23,Quality Issue,
701981,541000,68591,2025-02-14,Quality Issue,
701982,541038,68649,2024-11-09,Damaged Product,
701983,541092,68744,2024-07-21,Wrong Product,
701984,541116,68788,2025-01-16,Quality Issue,
701985,541120,68796,2025-01-30,Quality Issue,
701986,541123,68801,2025-06-02,Damaged Product,
701987,541145,68837,2024-07-11,Other,
701988,541155,68851,2025-04-21,Damaged Product,
701989,541159,68859,2024-06-29,Late Delivery,
701990,541204,68923,2024-09-20,Quality Issue,
701991,541247,68995,2025-07-06,Late Delivery,
701992,541247,68996,2025-06-29,Damaged Product,
701993,541257,69014,2024-06-10,Late Delivery,
701994,541257,69015,2024-06-15,Damaged Product,
701995,541306,69098,2025-02-25,Changed Mind,
701996,541424,69281,2025-04-29,Wrong Product,
701997,541470,69365,2024-10-20,Quality Issue,
701998,541494,69404,2024-05-07,Damaged Product,
701999,541539,69481,2025-05-22,Wrong Product,
702000,541539,69482,2025-05-13,Other,
702001,541592,69570,2025-02-17,Wrong Product,
702002,541613,69601,2025-01-16,Other,
702003,541631,69629,2024-04-30,Other,
702004,541631,69630,2024-04-25,Late Delivery,
702005,541665,69685,2025-03-10,Late Delivery,
702006,541665,69686,2025-03-04,Wrong Product,
702007,541665,69687,2025-03-08,Quality Issue,
702008,541725,69787,2024-05-14,Late Delivery,
702009,541770,69855,2024-02-11,Changed Mind,
702010,541830,69954,2024-05-07,Damaged Product,
702011,541846,69979,2024-04-20,Late Delivery,
702012,541867,70016,2024-10-28,Changed Mind,
702013,541874,70027,2024-12-26,Other,
702014,541910,70079,2024-01-14,Changed Mind,
702015,541910,70080,2024-01-13,Other,
702016,541949,70145,2024-11-18,Damaged Product,
702017,541972,70193,2024-04-09,Damaged Product,
702018,541972,70194,2024-04-12,Other,
702019,541997,70232,2025-07-04,Changed Mind,
702020,541997,70233,2025-07-11,Changed Mind,
702021,542039,70315,2024-06-23,Quality Issue,
702022,542039,70316,2024-06-16,Quality Issue,
702023,542184,70572,2025-03-06,Other,
702024,542184,70573,2025-03-13,Late Delivery,
702025,542186,70575,2024-05-27,Other,
702026,542186,70576,2024-06-04,Wrong Product,
702027,542229,70641,2025-03-10,Damaged Product,
702028,542244,70660,2024-07-23,Quality Issue,
702029,542244,70661,2024-08-08,Late Delivery,
702030,542249,70668,2025-06-14,Wrong Product,
702031,542321,70780,2025-03-06,Damaged Product,
702032,542326,70785,2024-01-10,Wrong Product,
702033,542358,70842,2024-07-10,Other,
702034,542383,70886,2024-05-10,Damaged Product,
702035,542384,70887,2024-10-23,Other,
702036,542384,70888,2024-11-05,Changed Mind,
702037,542403,70918,2024-03-11,Other,
702038,542499,71084,2025-03-21,Quality Issue,
702039,542526,71133,2024-04-03,Other,
702040,542566,71209,2024-08-15,Late Delivery,
702041,542600,71268,2024-10-30,Other,
702042,542648,71347,2024-06-12,Damaged Product,
702043,542648,71348,2024-06-17,Wrong Product,
702044,542679,71391,2024-01-13,Other,
702045,542732,71482,2024-02-05,Quality Issue,
702046,542732,71483,2024-02-14,Changed Mind,
702047,542744,71502,2025-05-19,Other,
702048,542744,71503,2025-05-18,Quality Issue,
702049,542768,71542,2024-01-29,Wrong Product,
702050,542833,71650,2025-02-15,Late Delivery,
702051,542847,71670,2025-03-22,Changed Mind,
702052,542914,71777,2024-09-30,Quality Issue,
702053,542936,71821,2024-08-10,Other,
702054,542965,71863,2024-05-23,Quality Issue,
702055,542965,71864,2024-05-17,Late Delivery,
702056,543006,71930,2025-04-14,Late Delivery,
702057,543006,71931,2025-03-28,Quality Issue,
702058,543012,71940,2025-05-07,Changed Mind,
702059,543012,71941,2025-05-03,Wrong Product,
702060,543012,71942,2025-05-15,Wrong Product,
702061,543043,71993,2025-04-15,Damaged Product,
702062,543051,72006,2024-01-30,Other,
702063,543051,72007,2024-02-02,Changed Mind,
702064,543060,72019,2025-06-24,Changed Mind,
702065,543105,72088,2024-04-22,Changed Mind,
702066,543135,72140,2025-07-05,Other,
702067,543135,72141,2025-07-09,Late Delivery,
702068,543245,72344,2024-05-13,Quality Issue,
702069,543256,72363,2024-03-25,Quality Issue,
702070,543256,72364,2024-03-19,Damaged Product,
702071,543289,72416,2024-01-16,Quality Issue,
702072,543309,72449,2024-06-18,Wrong Product,
702073,543310,72450,2024-06-17,Damaged Product,
702074,543320,72466,2024-06-26,Damaged Product,
702075,543368,72545,2025-06-23,Changed Mind,
702076,543368,72546,2025-06-30,Late Delivery,
702077,543388,72581,2024-08-11,Damaged Product,
702078,543412,72614,2024-02-14,Damaged Product,
702079,543412,72615,2024-02-13,Wrong Product,
702080,543413,72616,2024-03-23,Wrong Product,
702081,543414,72617,2024-09-28,Other,
702082,543417,72622,2024-08-25,Changed Mind,
702083,543417,72623,2024-09-09,Wrong Product,
702084,543432,72650,2024-10-18,Damaged Product,
702085,543432,72651,2024-10-16,Quality Issue,
702086,543483,72728,2025-07-03,Changed Mind,
702087,543486,72734,2024-01-28,Quality Issue,
702088,543529,72803,2024-02-22,Quality Issue,
702089,543536,72817,2024-10-29,Changed Mind,
702090,543554,72850,2024-11-13,Late Delivery,
702091,543571,72878,2025-01-10,Changed Mind,
702092,543572,72879,2024-05-08,Wrong Product,
702093,543632,72998,2024-10-15,Quality Issue,
702094,543636,73005,2024-04-15,Wrong Product,
702095,543637,73007,2024-02-18,Damaged Product,
702096,543664,73064,2024-11-17,Other,
702097,543713,73149,2025-07-01,Late Delivery,
702098,543721,73162,2025-06-23,Changed Mind,
702099,543721,73163,2025-07-01,Wrong Product,
702100,543731,73181,2025-01-07,Wrong Product,
702101,543731,73182,2024-12-27,Changed Mind,
702102,543741,73199,2024-06-16,Late Delivery,
702103,543765,73233,2024-12-02,Changed Mind,
702104,543765,73234,2024-11-29,Changed Mind,
702105,543769,73239,2024-06-28,Changed Mind,
702106,543801,73302,2025-04-24,Quality Issue,
702107,543801,73303,2025-04-11,Late Delivery,
702108,543849,73387,2025-06-18,Changed Mind,
702109,543911,73494,2024-06-10,Quality Issue,
702110,543911,73495,2024-06-07,Changed Mind,
702111,543916,73506,2025-03-28,Changed Mind,
702112,543917,73508,2024-07-04,Wrong Product,
702113,543917,73509,2024-06-27,Quality Issue,
702114,543917,73510,2024-06-23,Other,
702115,543960,73576,2024-04-06,Changed Mind,
702116,543965,73585,2024-02-13,Wrong Product,
702117,543974,73595,2024-12-03,Wrong Product,
702118,543975,73596,2024-08-14,Wrong Product,
702119,544008,73657,2024-11-09,Quality Issue,
702120,544018,73676,2024-08-03,Damaged Product,
702121,544018,73677,2024-08-10,Quality Issue,
702122,544050,73729,2024-12-21,Changed Mind,
702123,544060,73742,2024-12-25,Late Delivery,
702124,544067,73753,2024-03-27,Quality Issue,
702125,544120,73841,2025-02-16,Quality Issue,
702126,544208,73996,2024-11-17,Late Delivery,
702127,544208,73997,2024-11-22,Damaged Product,
702128,544214,74004,2024-06-21,Damaged Product,
702129,544239,74053,2024-10-16,Other,
702130,544239,74054,2024-10-28,Late Delivery,
702131,544257,74079,2024-12-21,Late Delivery,
702132,544265,74094,2025-02-11,Quality Issue,
702133,544281,74118,2024-05-17,Quality Issue,
702134,544281,74119,2024-04-29,Other,
702135,544295,74144,2025-02-05,Damaged Product,
702136,544295,74146,2025-02-12,Wrong Product,
702137,544375,74275,2024-04-18,Late Delivery,
702138,544453,74409,2025-01-13,Changed Mind,
702139,544453,74410,2025-01-06,Changed Mind,
702140,544453,74411,2025-01-05,Changed Mind,
702141,544455,74413,2025-05-22,Changed Mind,
702142,544475,74446,2025-05-09,Quality Issue,
702143,544477,74449,2025-01-13,Damaged Product,
702144,544477,74450,2025-01-09,Damaged Product,
702145,544477,74451,2025-01-10,Damaged Product,
702146,544483,74462,2025-04-06,Changed Mind,
702147,544483,74463,2025-03-26,Damaged Product,
702148,544518,74520,2024-01-29,Quality Issue,
702149,544523,74531,2024-04-05,Quality Issue,
702150,544527,74536,2024-08-16,Quality Issue,
702151,544539,74555,2024-03-23,Changed Mind,
702152,544564,74594,2024-08-03,Quality Issue,
702153,544585,74637,2025-03-10,Quality Issue,
702154,544601,74665,2025-02-26,Late Delivery,
702155,544601,74666,2025-02-27,Damaged Product,
702156,544601,74667,2025-02-26,Quality Issue,
702157,544601,74668,2025-02-18,Damaged Product,
702158,544622,74710,2024-05-22,Quality Issue,
702159,544637,74738,2025-06-15,Changed Mind,
702160,544728,74884,2025-04-07,Other,
702161,544771,74948,2025-05-11,Wrong Product,
702162,544771,74949,2025-05-16,Late Delivery,
702163,544771,74950,2025-05-15,Other,
702164,544782,74966,2024-04-07,Damaged Product,
702165,544798,74993,2025-03-22,Wrong Product,
702166,544927,75205,2024-06-22,Other,
702167,545029,75371,2024-07-06,Changed Mind,
702168,545046,75400,2024-08-16,Changed Mind,
702169,545059,75427,2024-09-13,Wrong Product,
702170,545066,75437,2024-01-30,Quality Issue,
702171,545066,75438,2024-01-23,Late Delivery,
702172,545093,75492,2024-09-14,Quality Issue,
702173,545119,75541,2024-05-13,Quality Issue,
702174,545171,75622,2024-06-04,Damaged Product,
702175,545209,75684,2024-11-25,Damaged Product,
702176,545209,75685,2024-11-24,Changed Mind,
702177,545209,75686,2024-12-05,Quality Issue,
702178,545209,75687,2024-11-28,Wrong Product,
702179,545211,75690,2024-11-18,Damaged Product,
702180,545260,75768,2025-05-06,Changed Mind,
702181,545358,75931,2025-03-21,Quality Issue,
702182,545415,76033,2024-12-14,Quality Issue,
702183,545452,76099,2024-11-15,Quality Issue,
702184,545452,76100,2024-11-16,Wrong Product,
702185,545533,76230,2024-10-21,Wrong Product,
702186,545533,76231,2024-10-20,Late Delivery,
702187,545574,76294,2024-02-03,Changed Mind,
702188,545574,76295,2024-01-27,Wrong Product,
702189,545574,76296,2024-02-01,Quality Issue,
702190,545578,76300,2024-09-14,Changed Mind,
702191,545578,76301,2024-09-03,Damaged Product,
702192,545578,76302,2024-09-10,Damaged Product,
702193,545578,76303,2024-09-14,Late Delivery,
702194,545590,76319,2024-10-11,Wrong Product,
702195,545590,76320,2024-10-05,Wrong Product,
702196,545596,76329,2024-08-07,Changed Mind,
702197,545606,76343,2024-04-21,Late Delivery,
702198,545669,76455,2024-12-21,Damaged Product,
702199,545669,76456,2024-12-14,Wrong Product,
702200,545677,76473,2024-09-13,Late Delivery,
702201,545677,76474,2024-09-18,Quality Issue,
702202,545677,76475,2024-09-13,Quality Issue,
702203,545691,76494,2025-02-07,Quality Issue,
702204,545722,76540,2024-02-21,Wrong Product,
702205,545738,76565,2025-06-18,Quality Issue,
702206,545808,76670,2024-12-16,Late Delivery,
702207,545837,76724,2024-05-01,Late Delivery,
702208,545846,76741,2024-08-04,Wrong Product,
702209,545886,76811,2025-06-24,Quality Issue,
702210,545892,76819,2024-04-11,Damaged Product,
702211,545892,76820,2024-04-13,Changed Mind,
702212,545910,76845,2024-12-25,Damaged Product,
702213,545914,76850,2024-02-06,Changed Mind,
702214,545961,76935,2024-08-07,Quality Issue,
702215,545976,76959,2025-04-10,Late Delivery,
702216,545977,76960,2025-04-23,Changed Mind,
702217,545977,76961,2025-04-27,Wrong Product,
702218,546011,77007,2024-06-11,Late Delivery,
702219,546043,77063,2024-03-05,Wrong Product,
702220,546075,77120,2024-03-04,Other,
702221,546087,77138,2025-04-09,Wrong Product,
702222,546114,77191,2025-02-25,Wrong Product,
702223,546114,77192,2025-03-05,Wrong Product,
702224,546131,77226,2024-01-14,Wrong Product,
702225,546134,77230,2024-02-02,Late Delivery,
702226,546136,77233,2024-11-10,Quality Issue,
702227,546136,77234,2024-11-03,Damaged Product,
702228,546136,77236,2024-11-11,Quality Issue,
702229,546150,77261,2024-10-03,Other,
702230,546150,77263,2024-10-12,Late Delivery,
702231,546162,77283,2024-09-25,Late Delivery,
702232,546163,77285,2024-03-31,Damaged Product,
702233,546180,77312,2025-04-17,Changed Mind,
702234,546180,77313,2025-04-12,Other,
702235,546218,77377,2025-07-13,Quality Issue,
702236,546244,77419,2024-06-02,Changed Mind,
702237,546268,77461,2024-11-22,Damaged Product,
702238,546282,77487,2024-07-21,Changed Mind,
702239,546301,77516,2024-12-27,Damaged Product,
702240,546344,77587,2024-06-27,Quality Issue,
702241,546383,77657,2024-02-14,Quality Issue,
702242,546438,77758,2024-09-10,Damaged Product,
702243,546438,77759,2024-09-19,Changed Mind,
702244,546464,77800,2024-05-26,Other,
702245,546473,77811,2024-08-20,Quality Issue,
702246,546473,77812,2024-08-03,Damaged Product,
702247,546473,77813,2024-08-08,Quality Issue,
702248,546491,77836,2024-05-27,Wrong Product,
702249,546504,77853,2024-06-06,Quality Issue,
702250,546539,77916,2024-11-12,Quality Issue,
702251,546539,77917,2024-11-25,Quality Issue,
702252,546596,78005,2025-02-12,Late Delivery,
702253,546596,78006,2025-02-11,Damaged Product,
702254,546596,78007,2025-02-14,Wrong Product,
702255,546596,78008,2025-02-14,Late Delivery,
702256,546619,78045,2024-04-27,Wrong Product,
702257,546641,78077,2024-12-02,Changed Mind,
702258,546641,78078,2024-12-11,Changed Mind,
702259,546648,78087,2024-08-17,Changed Mind,
702260,546648,78088,2024-08-18,Other,
702261,546655,78101,2025-06-13,Changed Mind,
702262,546671,78135,2025-02-24,Quality Issue,
702263,546671,78136,2025-03-07,Wrong Product,
702264,546679,78150,2024-04-06,Quality Issue,
702265,546679,78151,2024-04-05,Wrong Product,
702266,546679,78153,2024-03-30,Quality Issue,
702267,546711,78208,2025-03-14,Wrong Product,
702268,546711,78209,2025-03-26,Damaged Product,
702269,546721,78226,2024-02-16,Quality Issue,
702270,546724,78232,2024-05-29,Other,
702271,546724,78233,2024-05-23,Late Delivery,
702272,546724,78234,2024-05-30,Changed Mind,
702273,546802,78348,2025-01-27,Changed Mind,
702274,546802,78349,2025-01-23,Late Delivery,
702275,546848,78421,2024-09-22,Quality Issue,
702276,546889,78479,2024-11-21,Changed Mind,
702277,546889,78480,2024-11-12,Changed Mind,
702278,546912,78521,2025-04-30,Damaged Product,
702279,546935,78562,2024-06-07,Damaged Product,
702280,547008,78692,2025-02-26,Damaged Product,
702281,547051,78767,2024-10-17,Wrong Product,
702282,547089,78834,2025-04-29,Quality Issue,
702283,547128,78893,2024-11-05,Changed Mind,
702284,547139,78914,2024-08-17,Quality Issue,
702285,547201,79004,2024-03-18,Quality Issue,
702286,547201,79005,2024-03-18,Late Delivery,
702287,547251,79079,2025-01-18,Quality Issue,
702288,547251,79080,2025-01-15,Quality Issue,
702289,547314,79184,2024-11-18,Quality Issue,
702290,547457,79440,2025-02-20,Changed Mind,
702291,547502,79528,2025-06-11,Quality Issue,
702292,547597,79688,2024-02-11,Quality Issue,
702293,547608,79707,2025-01-05,Damaged Product,
702294,547610,79711,2024-07-15,Damaged Product,
702295,547677,79830,2024-09-29,Wrong Product,
702296,547705,79874,2024-08-08,Other,
702297,547728,79910,2025-06-02,Other,
702298,547840,80108,2024-04-15,Quality Issue,
702299,547840,80109,2024-04-12,Quality Issue,
702300,547856,80134,2025-04-26,Damaged Product,
702301,547856,80135,2025-04-26,Wrong Product,
702302,547856,80136,2025-05-14,Changed Mind,
702303,547896,80199,2024-05-04,Changed Mind,
702304,547896,80201,2024-05-11,Wrong Product,
702305,547896,80202,2024-05-16,Late Delivery,
702306,547907,80224,2024-09-27,Wrong Product,
702307,547907,80225,2024-09-28,Wrong Product,
702308,547907,80226,2024-09-18,Quality Issue,
702309,547908,80227,2024-01-31,Quality Issue,
702310,547908,80228,2024-01-27,Damaged Product,
702311,547916,80238,2025-05-31,Late Delivery,
702312,547978,80337,2024-01-29,Late Delivery,
702313,547978,80338,2024-01-22,Late Delivery,
702314,548023,80404,2024-03-19,Late Delivery,
702315,548030,80417,2024-04-28,Other,
702316,548048,80446,2025-03-26,Changed Mind,
702317,548065,80469,2025-02-20,Quality Issue,
702318,548077,80491,2024-02-06,Damaged Product,
702319,548077,80492,2024-02-10,Changed Mind,
702320,548077,80493,2024-02-10,Quality Issue,
702321,548097,80533,2024-05-19,Quality Issue,
702322,548122,80566,2024-02-18,Wrong Product,
702323,548126,80576,2024-04-20,Changed Mind,
702324,548240,80781,2024-04-14,Damaged Product,
702325,548265,80824,2025-01-05,Quality Issue,
702326,548265,80827,2025-01-06,Other,
702327,548313,80909,2024-05-03,Changed Mind,
702328,548313,80910,2024-05-02,Changed Mind,
702329,548325,80929,2024-10-16,Changed Mind,
702330,548334,80945,2025-02-16,Damaged Product,
702331,548334,80946,2025-02-15,Wrong Product,
702332,548348,80964,2024-02-25,Quality Issue,
702333,548363,80993,2024-04-25,Late Delivery,
702334,548363,80994,2024-05-01,Other,
702335,548490,81190,2024-06-06,Damaged Product,
702336,548490,81191,2024-05-30,Damaged Product,
702337,548523,81255,2025-02-07,Late Delivery,
702338,548528,81262,2024-11-06,Changed Mind,
702339,548535,81277,2024-10-29,Quality Issue,
702340,548535,81278,2024-10-30,Damaged Product,
702341,548541,81290,2024-07-18,Damaged Product,
702342,548566,81333,2025-04-27,Wrong Product,
702343,548606,81398,2025-03-09,Quality Issue,
702344,548629,81435,2025-05-01,Other,
702345,548667,81507,2024-03-28,Changed Mind,
702346,548679,81525,2024-12-10,Damaged Product,
702347,548708,81580,2025-02-05,Other,
702348,548708,81581,2025-02-08,Quality Issue,
702349,548728,81616,2024-10-24,Quality Issue,
702350,548728,81617,2024-11-04,Changed Mind,
702351,548728,81618,2024-11-07,Late Delivery,
